FID,ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
79,44,RHODE ISLAND,RI,44007,Providence,44007001500,"Census Tract 15, Providence County, Rhode Island",0.5498008,2959.0,332.0,1087.0,51.0,953.0,79.0,550.0,284.0,311.0,183.0,23412.0,6359.0,374.0,143.0,210.0,76.0,734.0,165.0,272.0,132.0,169.0,88.5,2259.0,384.5,460.0,158.2,7.0,18.4,0.0,12.0,4.0,14.4,101.0,60.0,6.0,4.0,18.6,9.0,18.1,9.5,23412.0,6359.0,20.7,6.8,7.1,2.4,24.8,4.8,9.2,4.2,17.7,9.2,76.3,9.8,16.5,5.3,0.6,1.7,0.0,3.2,0.4,1.5,10.6,6.2,0.2,0.1,0.7197,0.9707,0.7448,0.8033,3.2385,0.8326,0.0753,0.8075,0.1255,0.8368,1.8452,0.3598,0.9121,0.9205,1.8326,0.9163,0.1506,0.0,0.3389,0.6318,0.3096,1.431,0.1925,8.3473,0.7113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,694.0,317.0,23.5,10.8,5008.0
80,44,RHODE ISLAND,RI,44007,Providence,44007001600,"Census Tract 16, Providence County, Rhode Island",0.470385,8561.0,936.0,2890.0,116.0,2590.0,159.0,2135.0,542.0,773.0,293.0,14661.0,1584.0,2154.0,380.0,449.0,152.0,2505.0,472.0,1077.0,341.0,680.0,193.2,7562.0,1019.5,2116.0,503.5,131.0,87.6,0.0,17.0,173.0,111.3,323.0,143.0,17.0,9.0,24.9,6.4,18.4,6.1,14661.0,1584.0,43.0,5.6,5.2,1.8,29.3,4.5,12.6,3.8,26.3,7.3,88.3,7.0,26.8,5.6,4.5,3.0,0.0,1.2,6.7,4.3,12.5,5.5,0.2,0.1,0.8033,0.9791,0.9414,0.9874,3.7113,0.9707,0.0251,0.9205,0.4393,0.9623,2.3473,0.728,0.9791,0.9791,1.9582,0.9874,0.364,0.0,0.9582,0.6987,0.3013,2.3222,0.5649,10.3389,0.8703,0.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,2125.0,519.0,24.8,5.1,4023.0
81,44,RHODE ISLAND,RI,44007,Providence,44007001700,"Census Tract 17, Providence County, Rhode Island",0.2468068,3129.0,499.0,1505.0,58.0,1208.0,105.0,700.0,356.0,203.0,116.0,17465.0,3065.0,795.0,186.0,289.0,74.0,803.0,285.0,263.0,105.0,238.0,97.6,2358.0,524.3,748.0,225.8,17.0,25.9,16.0,26.0,54.0,50.7,185.0,89.0,8.0,6.0,22.4,10.3,13.3,7.3,17465.0,3065.0,39.4,7.7,9.2,2.7,25.7,8.1,8.4,3.7,19.7,7.9,75.4,11.7,26.9,6.9,1.1,1.7,1.1,1.7,4.5,4.2,15.3,7.3,0.3,0.2,0.7824,0.9038,0.8536,0.9749,3.5146,0.8954,0.159,0.8285,0.1004,0.8577,1.9456,0.4351,0.9038,0.9833,1.887,0.9498,0.1715,0.7992,0.9038,0.7615,0.3598,2.9958,0.8243,10.3431,0.8745,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,976.0,309.0,31.2,8.2,1320.0
82,44,RHODE ISLAND,RI,44007,Providence,44007001800,"Census Tract 18, Providence County, Rhode Island",0.7060211,6247.0,601.0,2372.0,84.0,2092.0,138.0,1933.0,562.0,274.0,130.0,16208.0,2417.0,1160.0,238.0,459.0,122.0,2096.0,452.0,779.0,264.0,484.0,163.5,5014.0,641.0,973.0,285.4,478.0,163.4,56.0,62.0,69.0,66.1,368.0,127.0,0.0,17.0,30.9,8.0,9.7,4.6,16208.0,2417.0,31.8,5.8,7.3,2.0,33.6,6.5,12.5,4.3,23.1,7.7,80.3,6.8,17.1,4.8,20.2,6.9,2.4,2.6,3.3,3.2,17.6,5.9,0.0,0.3,0.8703,0.7322,0.8996,0.9121,3.4142,0.8787,0.0962,0.9916,0.4184,0.9289,2.4351,0.7782,0.9331,0.9331,1.8661,0.9331,0.8159,0.8954,0.8243,0.8201,0.0,3.3556,0.9247,11.0711,0.9372,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1074.0,355.0,17.2,5.3,5606.0
83,44,RHODE ISLAND,RI,44007,Providence,44007001900,"Census Tract 19, Providence County, Rhode Island",0.4210948,5650.0,536.0,2381.0,82.0,2004.0,124.0,2503.0,523.0,371.0,124.0,13783.0,1883.0,1197.0,260.0,307.0,106.0,1577.0,315.0,452.0,137.0,417.0,130.2,4714.0,586.9,1089.0,278.7,285.0,96.5,15.0,25.0,136.0,69.4,519.0,138.0,48.0,54.0,44.6,7.4,14.6,4.6,13783.0,1883.0,36.3,6.1,5.4,1.9,27.9,4.9,8.0,2.3,20.8,6.4,83.4,6.7,20.8,4.9,12.0,4.0,0.6,1.1,6.8,3.4,25.9,6.6,0.8,1.0,0.9916,0.9247,0.954,0.954,3.8243,0.9916,0.0335,0.8996,0.0753,0.8912,1.8996,0.4226,0.9498,0.954,1.9038,0.9582,0.6025,0.7699,0.9665,0.9289,0.59,3.8577,0.9833,11.4854,0.9749,1.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,8.0,925.0,250.0,16.4,4.2,3894.0
84,44,RHODE ISLAND,RI,44007,Providence,44007002101,"Census Tract 21.01, Providence County, Rhode Island",0.1796953,2632.0,309.0,1075.0,30.0,889.0,76.0,443.0,209.0,152.0,83.0,22943.0,2773.0,262.0,106.0,305.0,67.0,626.0,183.0,188.0,81.0,128.0,64.0,1772.0,333.0,212.0,103.3,15.0,19.2,0.0,12.0,25.0,26.8,62.0,35.0,5.0,5.0,16.9,7.2,10.1,5.6,22943.0,2773.0,15.8,5.6,11.6,2.4,23.8,6.4,7.1,3.1,14.4,7.1,67.3,9.9,8.8,4.2,1.4,1.8,0.0,3.2,2.8,3.0,7.0,3.9,0.2,0.2,0.682,0.7573,0.7699,0.6987,2.9079,0.7699,0.2636,0.7908,0.0418,0.7615,1.8577,0.3808,0.8745,0.841,1.7155,0.8577,0.1925,0.0,0.7741,0.4979,0.2971,1.7615,0.3013,8.2427,0.7029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,95.0,10.2,3.4,901.0
85,44,RHODE ISLAND,RI,44007,Providence,44007002102,"Census Tract 21.02, Providence County, Rhode Island",0.3204168,5692.0,602.0,2247.0,78.0,1814.0,155.0,1360.0,478.0,322.0,131.0,17188.0,2161.0,869.0,278.0,327.0,96.0,1519.0,314.0,538.0,174.0,438.0,154.8,4544.0,661.0,521.0,182.2,28.0,35.4,0.0,17.0,134.0,92.4,256.0,114.0,5.0,4.0,24.0,7.8,11.1,4.1,17188.0,2161.0,25.0,6.5,5.7,1.6,26.7,4.7,9.5,2.8,24.1,8.3,79.8,8.0,9.8,3.3,1.2,1.6,0.0,1.5,7.4,5.1,14.1,6.2,0.1,0.1,0.7992,0.8159,0.8703,0.8745,3.3598,0.8619,0.046,0.8661,0.1381,0.9414,1.9916,0.4979,0.9205,0.8536,1.7741,0.8912,0.1799,0.0,0.9749,0.7448,0.1883,2.0879,0.4728,9.2134,0.7699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1079.0,420.0,19.0,6.3,2643.0
86,44,RHODE ISLAND,RI,44007,Providence,44007002200,"Census Tract 22, Providence County, Rhode Island",0.3140936,5198.0,662.0,1902.0,63.0,1500.0,105.0,1381.0,423.0,240.0,109.0,13223.0,1529.0,834.0,235.0,111.0,58.0,1684.0,381.0,666.0,182.0,382.0,121.3,4702.0,685.3,846.0,259.7,74.0,56.0,0.0,17.0,120.0,79.6,244.0,91.0,16.0,13.0,26.6,7.6,9.4,4.0,13223.0,1529.0,29.6,6.9,2.1,1.1,32.4,6.1,12.9,3.4,25.5,7.9,90.5,6.4,18.3,5.2,3.9,2.9,0.0,1.8,8.0,5.3,16.3,5.9,0.3,0.2,0.8201,0.7155,0.9707,0.8996,3.4059,0.8703,0.0042,0.9791,0.4854,0.954,2.4226,0.7699,0.9874,0.9372,1.9247,0.9623,0.3389,0.0,0.9833,0.7992,0.41,2.5314,0.6736,10.2845,0.8619,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,1041.0,327.0,20.1,5.8,3600.0
87,44,RHODE ISLAND,RI,44007,Providence,44007002300,"Census Tract 23, Providence County, Rhode Island",0.4564749,4645.0,569.0,2224.0,60.0,1757.0,159.0,956.0,318.0,119.0,92.0,27497.0,3880.0,337.0,139.0,732.0,210.0,639.0,216.0,460.0,205.0,156.0,91.8,1287.0,716.8,24.0,56.1,85.0,76.9,0.0,12.0,0.0,17.0,164.0,94.0,189.0,149.0,21.5,7.3,4.8,3.9,27497.0,3880.0,11.3,4.4,15.8,4.4,13.8,4.3,10.3,4.6,8.9,5.2,27.7,15.1,0.5,1.3,3.8,3.5,0.0,1.6,0.0,1.0,9.3,5.2,4.1,3.2,0.7699,0.2301,0.6444,0.569,2.2134,0.5941,0.4812,0.1172,0.1841,0.5774,1.3598,0.0962,0.6695,0.2678,0.9372,0.5021,0.3347,0.0,0.0,0.5983,0.8536,1.7866,0.3138,6.2971,0.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,49.0,1.6,1.1,5359.0
88,44,RHODE ISLAND,RI,44007,Providence,44007002500,"Census Tract 25, Providence County, Rhode Island",0.4619355,2602.0,388.0,1574.0,63.0,1216.0,103.0,374.0,203.0,195.0,102.0,41534.0,8562.0,170.0,97.0,207.0,141.0,410.0,240.0,365.0,122.0,58.0,50.2,1563.0,447.0,228.0,127.5,592.0,96.7,0.0,12.0,78.0,50.9,96.0,67.0,6.0,3.0,14.4,7.4,11.1,5.4,41534.0,8562.0,9.4,5.3,8.0,5.5,15.8,8.9,14.0,4.2,4.8,4.1,60.1,14.7,9.0,4.9,37.6,6.0,0.0,2.2,6.4,4.2,7.9,5.5,0.2,0.1,0.6192,0.8159,0.205,0.4603,2.1004,0.5481,0.1088,0.1841,0.6067,0.2469,1.1464,0.0669,0.8536,0.8452,1.6987,0.8494,0.9707,0.0,0.9498,0.5188,0.3347,2.7741,0.7741,7.7197,0.6527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,328.0,145.0,12.6,5.2,8855.0
89,44,RHODE ISLAND,RI,44007,Providence,44007002600,"Census Tract 26, Providence County, Rhode Island",0.256998,3188.0,418.0,1649.0,52.0,1221.0,111.0,996.0,348.0,228.0,91.0,12819.0,1652.0,646.0,155.0,356.0,89.0,1022.0,258.0,582.0,166.0,263.0,90.0,2659.0,468.7,500.0,150.4,304.0,89.7,0.0,12.0,71.0,48.7,316.0,100.0,0.0,12.0,31.3,9.4,16.7,5.7,12819.0,1652.0,35.0,7.1,11.2,3.3,32.1,6.9,18.3,5.3,21.5,7.1,83.4,9.8,16.8,4.6,18.4,5.4,0.0,2.1,5.8,4.0,25.9,7.7,0.0,0.4,0.8828,0.9414,0.9749,0.9414,3.7406,0.9749,0.2343,0.9665,0.9079,0.9038,3.0126,0.9833,0.9456,0.9247,1.8703,0.9414,0.7824,0.0,0.9414,0.9289,0.0,2.6527,0.728,11.2762,0.9582,0.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,10.0,382.0,189.0,12.0,5.7,3986.0
90,44,RHODE ISLAND,RI,44007,Providence,44007002800,"Census Tract 28, Providence County, Rhode Island",0.6269629,6374.0,912.0,2595.0,156.0,2230.0,203.0,2580.0,930.0,203.0,117.0,15948.0,4002.0,774.0,332.0,355.0,147.0,2055.0,580.0,676.0,310.0,558.0,183.8,4649.0,1020.1,641.0,329.8,379.0,190.0,0.0,17.0,42.0,71.1,435.0,199.0,20.0,20.0,40.5,12.8,7.5,4.3,15948.0,4002.0,21.3,8.1,5.6,2.5,32.2,7.8,10.6,5.1,25.0,7.9,72.9,12.1,11.0,5.4,14.6,7.3,0.0,1.3,1.9,3.2,19.5,8.9,0.3,0.3,0.9749,0.5356,0.9247,0.8159,3.251,0.841,0.0418,0.9707,0.205,0.9456,2.1632,0.6109,0.8954,0.8703,1.7657,0.887,0.682,0.0,0.6527,0.8536,0.4226,2.6109,0.7071,9.7908,0.8075,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1138.0,605.0,17.9,8.9,3893.0
91,44,RHODE ISLAND,RI,44007,Providence,44007002900,"Census Tract 29, Providence County, Rhode Island",0.9561847,6875.0,857.0,3228.0,76.0,2761.0,169.0,1925.0,783.0,226.0,125.0,18414.0,2619.0,644.0,175.0,550.0,168.0,1852.0,450.0,1005.0,228.0,423.0,165.2,4699.0,947.5,399.0,188.2,469.0,140.5,0.0,17.0,129.0,95.4,525.0,175.0,8.0,14.0,28.1,9.8,7.3,3.8,18414.0,2619.0,14.5,3.7,8.0,2.5,26.9,5.6,14.6,3.4,15.3,5.9,68.3,10.8,6.4,2.9,14.5,4.3,0.0,1.1,4.7,3.4,19.0,6.1,0.1,0.2,0.8368,0.5105,0.8326,0.6736,2.8536,0.7573,0.1088,0.8703,0.6904,0.7824,2.4519,0.795,0.8787,0.7741,1.6527,0.841,0.6736,0.0,0.9079,0.841,0.2176,2.6402,0.7197,9.5983,0.7908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,806.0,405.0,11.7,5.3,7747.0
92,44,RHODE ISLAND,RI,44007,Providence,44007003100,"Census Tract 31, Providence County, Rhode Island",0.4658769,4307.0,542.0,2364.0,103.0,2159.0,148.0,1387.0,536.0,201.0,116.0,23204.0,3967.0,632.0,223.0,740.0,164.0,618.0,237.0,611.0,219.0,90.0,74.7,1728.0,679.0,294.0,175.2,740.0,197.4,0.0,12.0,63.0,60.4,732.0,182.0,209.0,147.0,33.8,10.4,9.0,5.4,23204.0,3967.0,19.0,6.1,17.2,4.2,14.3,5.2,14.8,4.9,4.2,3.4,40.1,14.9,7.2,4.2,31.3,8.2,0.0,1.5,2.9,2.8,33.9,8.0,4.9,3.4,0.9038,0.682,0.7573,0.7782,3.1213,0.8075,0.569,0.1423,0.7029,0.1967,1.6109,0.2218,0.7824,0.8075,1.59,0.8033,0.9456,0.0,0.7908,0.9707,0.8703,3.5774,0.9498,9.8996,0.8243,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,322.0,243.0,7.8,5.2,9331.0
93,44,RHODE ISLAND,RI,44007,Providence,44007003200,"Census Tract 32, Providence County, Rhode Island",0.2660563,3413.0,302.0,1580.0,68.0,1409.0,112.0,650.0,269.0,76.0,40.0,41138.0,6099.0,84.0,55.0,341.0,97.0,785.0,131.0,190.0,73.0,111.0,59.5,1129.0,389.5,55.0,57.8,8.0,17.7,0.0,12.0,0.0,17.0,83.0,45.0,0.0,12.0,19.1,7.6,3.6,1.9,41138.0,6099.0,3.5,2.4,10.0,2.7,23.0,3.3,5.6,2.2,7.9,4.2,33.1,11.0,1.8,1.8,0.5,1.1,0.0,2.2,0.0,1.2,5.9,3.1,0.0,0.4,0.728,0.1046,0.2176,0.0795,1.1297,0.2343,0.1841,0.7573,0.0209,0.5272,1.4895,0.1715,0.7322,0.5314,1.2636,0.6444,0.1381,0.0,0.0,0.4184,0.0,0.5565,0.0167,4.4393,0.1004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,99.0,6.1,2.9,1753.0
94,44,RHODE ISLAND,RI,44007,Providence,44007003300,"Census Tract 33, Providence County, Rhode Island",0.7488649,4490.0,344.0,2039.0,84.0,1939.0,110.0,402.0,155.0,159.0,63.0,46580.0,6046.0,248.0,126.0,701.0,107.0,748.0,178.0,334.0,97.0,154.0,93.0,1155.0,466.4,140.0,128.1,127.0,56.0,0.0,12.0,4.0,14.4,61.0,39.0,186.0,102.0,9.3,3.5,6.0,2.4,46580.0,6046.0,7.1,3.5,15.6,2.3,16.7,3.8,7.8,2.4,7.9,4.8,25.7,10.2,3.3,3.1,6.2,2.7,0.0,1.7,0.2,0.7,3.1,2.0,4.1,2.2,0.4435,0.3598,0.1046,0.2971,1.205,0.272,0.4686,0.2385,0.0711,0.5314,1.3096,0.0795,0.6402,0.6527,1.2929,0.6569,0.4268,0.0,0.2929,0.205,0.8577,1.7824,0.3096,5.59,0.2803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,85.0,3.5,2.0,8667.0
95,44,RHODE ISLAND,RI,44007,Providence,44007003400,"Census Tract 34, Providence County, Rhode Island",1.2329947,4673.0,317.0,2029.0,103.0,1926.0,135.0,183.0,125.0,88.0,61.0,80735.0,10910.0,62.0,68.0,985.0,167.0,1026.0,123.0,204.0,101.0,70.0,55.0,562.0,473.0,24.0,52.4,162.0,66.2,0.0,12.0,0.0,17.0,82.0,58.0,81.0,72.0,4.0,2.7,3.5,2.4,80735.0,10910.0,1.8,1.9,21.1,2.9,22.0,2.2,4.4,2.1,3.6,2.8,12.0,10.1,0.6,1.2,8.0,3.2,0.0,1.7,0.0,0.9,4.3,3.0,1.7,1.5,0.1339,0.0921,0.0042,0.0167,0.2469,0.0126,0.7908,0.7155,0.0042,0.1506,1.6611,0.251,0.4226,0.272,0.6946,0.3473,0.4979,0.0,0.0,0.3096,0.682,1.4895,0.2092,4.0921,0.0753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,67.0,1.7,1.4,6213.0
96,44,RHODE ISLAND,RI,44007,Providence,44007003500,"Census Tract 35, Providence County, Rhode Island",0.4973052,5050.0,569.0,2478.0,121.0,2185.0,148.0,921.0,361.0,37.0,44.0,51120.0,13373.0,137.0,114.0,773.0,149.0,429.0,108.0,525.0,200.0,12.0,25.5,1239.0,703.7,3.0,66.1,737.0,165.6,0.0,17.0,0.0,24.0,276.0,108.0,108.0,71.0,18.3,6.7,1.2,1.4,51120.0,13373.0,3.8,3.2,15.3,3.3,8.5,1.9,10.5,3.8,0.5,1.2,24.5,13.7,0.1,1.4,29.7,6.5,0.0,1.4,0.0,1.1,12.6,4.9,2.1,1.4,0.7155,0.0084,0.0544,0.0921,0.8703,0.1464,0.431,0.0293,0.1883,0.0042,0.6527,0.0293,0.6276,0.1004,0.728,0.3808,0.9372,0.0,0.0,0.7113,0.7071,2.3556,0.5858,4.6067,0.1255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,211.0,213.0,4.2,4.2,4620.0
97,44,RHODE ISLAND,RI,44007,Providence,44007003700,"Census Tract 37, Providence County, Rhode Island",0.3449455,3598.0,481.0,1998.0,75.0,1697.0,126.0,1064.0,403.0,126.0,79.0,43747.0,10132.0,204.0,153.0,408.0,111.0,478.0,250.0,546.0,139.0,37.0,49.0,1144.0,624.3,96.0,90.3,304.0,93.3,0.0,12.0,45.0,66.1,467.0,135.0,61.0,30.0,29.9,9.9,6.2,3.8,43747.0,10132.0,7.8,5.8,11.3,3.2,13.3,6.7,15.3,3.8,2.2,2.9,31.8,16.8,2.7,2.5,15.2,4.6,0.0,1.7,2.7,3.9,27.5,7.6,1.7,0.8,0.8619,0.3808,0.1506,0.3389,1.7322,0.4519,0.2427,0.1046,0.7322,0.0502,1.1297,0.0628,0.7155,0.6151,1.3305,0.6778,0.7113,0.0,0.7364,0.9372,0.6778,3.0628,0.8452,7.2552,0.5816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,309.0,210.0,8.7,5.6,3911.0
98,44,RHODE ISLAND,RI,44007,Providence,44007010101,"Census Tract 101.01, Providence County, Rhode Island",1.2258634,4022.0,209.0,1702.0,46.0,1621.0,64.0,223.0,163.0,149.0,62.0,34545.0,3074.0,249.0,104.0,628.0,151.0,937.0,142.0,327.0,94.0,148.0,70.0,524.0,324.3,54.0,67.7,234.0,86.8,0.0,12.0,10.0,19.2,79.0,37.0,14.0,20.0,5.6,4.0,6.5,2.7,34545.0,3074.0,8.9,3.6,15.6,3.7,23.3,3.3,8.1,2.3,9.1,4.3,13.0,8.0,1.4,1.8,13.7,5.1,0.0,2.0,0.6,1.2,4.9,2.3,0.3,0.5,0.2552,0.4268,0.3849,0.4184,1.4854,0.3724,0.4686,0.7741,0.0837,0.5941,1.9205,0.4268,0.4519,0.4854,0.9372,0.5021,0.6527,0.0,0.4059,0.3347,0.4393,1.8326,0.3389,6.1757,0.3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,76.0,3.6,1.9,2573.0
99,44,RHODE ISLAND,RI,44007,Providence,44007010102,"Census Tract 101.02, Providence County, Rhode Island",1.4346245,3748.0,313.0,1655.0,58.0,1624.0,68.0,219.0,111.0,88.0,52.0,37543.0,4081.0,357.0,133.0,925.0,120.0,837.0,243.0,433.0,112.0,72.0,49.0,561.0,379.7,120.0,92.4,406.0,68.1,60.0,30.0,0.0,17.0,182.0,78.0,0.0,12.0,5.8,3.0,4.7,2.8,37543.0,4081.0,12.9,4.7,24.7,4.0,22.3,6.2,11.6,3.1,4.4,3.0,15.0,10.1,3.5,2.7,24.5,4.0,3.6,1.8,0.0,1.0,11.2,4.7,0.0,0.3,0.272,0.2218,0.3013,0.636,1.431,0.3682,0.9038,0.728,0.3556,0.2301,2.2176,0.6444,0.5105,0.6653,1.1757,0.6109,0.9079,0.9163,0.0,0.6611,0.0,2.4854,0.6653,7.3096,0.5941,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,12.0,0.0,0.9,3497.0
100,44,RHODE ISLAND,RI,44007,Providence,44007010200,"Census Tract 102, Providence County, Rhode Island",1.0710678,7110.0,554.0,2917.0,117.0,2693.0,167.0,723.0,500.0,591.0,328.0,25882.0,3636.0,1229.0,318.0,1127.0,202.0,1165.0,328.0,948.0,262.0,366.0,172.5,2369.0,850.3,586.0,228.5,244.0,133.3,0.0,17.0,0.0,24.0,343.0,142.0,179.0,74.0,10.4,7.1,14.4,7.8,25882.0,3636.0,24.6,6.0,15.9,3.3,16.4,4.4,13.6,3.5,13.6,6.4,33.3,11.7,8.6,3.3,8.4,4.6,0.0,1.2,0.0,0.9,12.7,5.3,2.5,1.0,0.4812,0.9205,0.6778,0.8661,2.9456,0.7824,0.4895,0.2218,0.5732,0.749,2.0335,0.5188,0.7406,0.8368,1.5774,0.7992,0.523,0.0,0.0,0.7238,0.7699,2.0167,0.4393,8.5732,0.728,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,896.0,465.0,12.9,6.5,5740.0
101,44,RHODE ISLAND,RI,44007,Providence,44007010300,"Census Tract 103, Providence County, Rhode Island",1.4146356,3626.0,310.0,1892.0,97.0,1643.0,122.0,536.0,247.0,126.0,82.0,24317.0,2520.0,579.0,156.0,821.0,98.0,576.0,144.0,786.0,134.0,124.0,69.6,1001.0,411.8,167.0,87.4,366.0,85.0,0.0,12.0,20.0,33.2,324.0,113.0,11.0,13.0,14.8,6.2,7.1,4.5,24317.0,2520.0,21.1,5.4,22.6,2.8,15.9,3.7,21.7,3.6,7.5,4.2,27.6,11.1,4.8,2.5,19.3,4.4,0.0,1.8,1.2,2.0,19.7,7.0,0.3,0.4,0.6234,0.4937,0.7238,0.8075,2.6485,0.7197,0.8787,0.1883,0.9916,0.5021,2.5607,0.8452,0.6653,0.7155,1.3808,0.7113,0.8033,0.0,0.5607,0.8577,0.4017,2.6234,0.7113,9.2134,0.7741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,205.0,129.0,5.7,3.3,8849.0
